owner_id,owner_first_name,owner_last_name,owner_age,owner_gender,owner_email,owner_phone,owner_address,dog_id,dog_name,dog_breed,dog_age,dog_gender,order_id,order_date,product_id,quantity,subtotal,product_name,product_price,product_description,transaction_id,veterinarian_id,veterinarian_first_name,veterinarian_last_name,veterinarian_gender,veterinarian_age,veterinarian_contact,appointment_id,appointment_date,appointment_purpose,veterinarian_specialization_id,specialty_name,fees
af4e1d0a-81f9-4f0c-8a8a-92c209ca4fac,Bertrand,Bailly,54,Male,bertrand.bailly@gmail.com,02 35 92 87 12,"boulevard Léger
58732 Sainte Dorothée",49f3da33-7bb4-44ce-86d5-e2f7ad0b85cc,Jax,Pomeranian,109,Male,fd661b51-9b10-4a83-a8a5-6917db7581e1,2023-12-13,13,2,59.98,Dog Grooming Kit,29.99,Complete grooming kit for dogs,fd661b51-9b10-4a83-a8a5-6917db7581e1_20230709093244,d1a8e1e9-5230-4114-b27f-a6f065fe3736,Adèle,Hubert,Female,32,0228191221,74288d19-b82a-4204-a43c-eaa4cb9feb3c,2024-04-01,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
af4e1d0a-81f9-4f0c-8a8a-92c209ca4fac,Bertrand,Bailly,54,Male,bertrand.bailly@gmail.com,02 35 92 87 12,"boulevard Léger
58732 Sainte Dorothée",49f3da33-7bb4-44ce-86d5-e2f7ad0b85cc,Jax,Pomeranian,109,Male,fd661b51-9b10-4a83-a8a5-6917db7581e1,2023-12-13,10,5,29.95,Dog Treats,5.99,Tasty dog treats,fd661b51-9b10-4a83-a8a5-6917db7581e1_20210313100735,d1a8e1e9-5230-4114-b27f-a6f065fe3736,Adèle,Hubert,Female,32,0228191221,74288d19-b82a-4204-a43c-eaa4cb9feb3c,2024-04-01,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
bc3c5ed7-99cf-4fa6-9e32-37bd42df31c3,Renée,Clément,83,Female,renée.clément@outlook.com,+33 3 83 66 66 67,"73, boulevard Aimée Berthelot
13444 Sainte Guillaumeboeuf",88bde732-9c69-449d-abc3-19eeef85cf14,Princess,Poodle,91,Female,82f5452f-5628-4955-bf95-b12a962112e0,2023-12-19,20,7,48.93,Dog Bandana,6.99,Stylish bandana for dogs,82f5452f-5628-4955-bf95-b12a962112e0_20210822070913,eaefb612-3bc6-4165-82b6-675685e28b52,Antoinette,Besson,Female,73,+33 (0)2 41 61 88 18,aa1bc876-c640-49a4-9151-0e1f576fd102,2024-02-25,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
bc3c5ed7-99cf-4fa6-9e32-37bd42df31c3,Renée,Clément,83,Female,renée.clément@outlook.com,+33 3 83 66 66 67,"73, boulevard Aimée Berthelot
13444 Sainte Guillaumeboeuf",88bde732-9c69-449d-abc3-19eeef85cf14,Princess,Poodle,91,Female,82f5452f-5628-4955-bf95-b12a962112e0,2023-12-19,11,5,34.95,Dog Ball,6.99,Fetch and play ball,82f5452f-5628-4955-bf95-b12a962112e0_20230131044040,eaefb612-3bc6-4165-82b6-675685e28b52,Antoinette,Besson,Female,73,+33 (0)2 41 61 88 18,aa1bc876-c640-49a4-9151-0e1f576fd102,2024-02-25,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
bc3c5ed7-99cf-4fa6-9e32-37bd42df31c3,Renée,Clément,83,Female,renée.clément@outlook.com,+33 3 83 66 66 67,"73, boulevard Aimée Berthelot
13444 Sainte Guillaumeboeuf",88bde732-9c69-449d-abc3-19eeef85cf14,Princess,Poodle,91,Female,82f5452f-5628-4955-bf95-b12a962112e0,2023-12-19,3,8,319.92,Dog Bed,39.99,Comfortable dog bed,82f5452f-5628-4955-bf95-b12a962112e0_20200110000317,eaefb612-3bc6-4165-82b6-675685e28b52,Antoinette,Besson,Female,73,+33 (0)2 41 61 88 18,aa1bc876-c640-49a4-9151-0e1f576fd102,2024-02-25,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
bc3c5ed7-99cf-4fa6-9e32-37bd42df31c3,Renée,Clément,83,Female,renée.clément@outlook.com,+33 3 83 66 66 67,"73, boulevard Aimée Berthelot
13444 Sainte Guillaumeboeuf",88bde732-9c69-449d-abc3-19eeef85cf14,Princess,Poodle,91,Female,82f5452f-5628-4955-bf95-b12a962112e0,2023-12-19,30,1,5.49,Dog Poop Bags,5.49,Biodegradable poop bags for easy cleanup,82f5452f-5628-4955-bf95-b12a962112e0_20240103155948,eaefb612-3bc6-4165-82b6-675685e28b52,Antoinette,Besson,Female,73,+33 (0)2 41 61 88 18,aa1bc876-c640-49a4-9151-0e1f576fd102,2024-02-25,"Research bacteria, parasites, and microorganisms causing diseases",10,Microbiology,720
3975df5c-8fe9-41eb-8200-4435f0b65cf5,Adèle,Pruvost,69,Female,adèle.pruvost@gmail.com,+33 5 94 13 16 87,"28, rue Letellier
90206 LelièvreVille",ca9f277b-9f4a-4cfc-8438-3b3ebeb82f9b,Rufus,Australian Cattle Dog,17,Male,bf0763a0-8566-4726-9826-bb53c66f8a06,2023-10-31,31,6,86.94,Dog Grooming Gloves,14.49,Gentle grooming gloves for dogs,bf0763a0-8566-4726-9826-bb53c66f8a06_20200726134916,6f7bb378-e48d-4b9c-99b4-006223a33f1f,Diane,Hamon,Female,80,02 18 78 37 68,4b9aaa51-4132-46ea-a744-1d5e42f6f64e,2024-04-24,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
3975df5c-8fe9-41eb-8200-4435f0b65cf5,Adèle,Pruvost,69,Female,adèle.pruvost@gmail.com,+33 5 94 13 16 87,"28, rue Letellier
90206 LelièvreVille",ca9f277b-9f4a-4cfc-8438-3b3ebeb82f9b,Rufus,Australian Cattle Dog,17,Male,bf0763a0-8566-4726-9826-bb53c66f8a06,2023-10-31,7,10,89.9,Pet Brush,8.99,Soft pet grooming brush,bf0763a0-8566-4726-9826-bb53c66f8a06_20230306222922,6f7bb378-e48d-4b9c-99b4-006223a33f1f,Diane,Hamon,Female,80,02 18 78 37 68,4b9aaa51-4132-46ea-a744-1d5e42f6f64e,2024-04-24,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
3975df5c-8fe9-41eb-8200-4435f0b65cf5,Adèle,Pruvost,69,Female,adèle.pruvost@gmail.com,+33 5 94 13 16 87,"28, rue Letellier
90206 LelièvreVille",ca9f277b-9f4a-4cfc-8438-3b3ebeb82f9b,Rufus,Australian Cattle Dog,17,Male,bf0763a0-8566-4726-9826-bb53c66f8a06,2023-10-31,25,9,179.91,Dog Backpack,19.99,Backpack for dogs to carry essentials on walks,bf0763a0-8566-4726-9826-bb53c66f8a06_20200803084744,6f7bb378-e48d-4b9c-99b4-006223a33f1f,Diane,Hamon,Female,80,02 18 78 37 68,4b9aaa51-4132-46ea-a744-1d5e42f6f64e,2024-04-24,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
3975df5c-8fe9-41eb-8200-4435f0b65cf5,Adèle,Pruvost,69,Female,adèle.pruvost@gmail.com,+33 5 94 13 16 87,"28, rue Letellier
90206 LelièvreVille",ca9f277b-9f4a-4cfc-8438-3b3ebeb82f9b,Rufus,Australian Cattle Dog,17,Male,bf0763a0-8566-4726-9826-bb53c66f8a06,2023-10-31,17,3,74.97,Dog Raincoat,24.99,Water-resistant dog raincoat,bf0763a0-8566-4726-9826-bb53c66f8a06_20220711215015,6f7bb378-e48d-4b9c-99b4-006223a33f1f,Diane,Hamon,Female,80,02 18 78 37 68,4b9aaa51-4132-46ea-a744-1d5e42f6f64e,2024-04-24,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
c1f12664-a207-4f5c-b9a5-e8e486670016,Suzanne,Moreau,29,Female,suzanne.moreau@outlook.com,+33 (0)2 44 80 71 52,"14, boulevard Legendre
58707 Jacob",ec7c1402-0fbb-4155-b227-b5e8c769840c,Brody,Chihuahua,92,Male,c36f985b-b257-4de5-8591-3048ac12f672,2023-12-25,17,10,249.9,Dog Raincoat,24.99,Water-resistant dog raincoat,c36f985b-b257-4de5-8591-3048ac12f672_20210328090505,e12587c5-2bb8-44e1-ba36-0d714e3c12c9,Pierre,Thierry,Male,56,+33 1 58 79 94 62,ee04e31b-8b23-4ac8-a320-051d7d7c5e79,2024-03-16,Provide prompt medical attention in emergency situations,7,Emergency and Critical Care,900
b9b2ec2b-b636-45cd-bb0d-92d80451be91,Margaux,Delorme,53,Female,margaux.delorme@outlook.com,+33 3 76 41 85 99,"41, boulevard Claude Chartier
26774 Potier",c67cef5d-cc58-404c-adc0-c0a42731c072,Maddie,Boxer,24,Female,a351efbd-2fee-4c3a-b1c4-6a4837c95212,2024-01-14,5,3,22.47,Chew Bone,7.49,Natural chew bone,a351efbd-2fee-4c3a-b1c4-6a4837c95212_20230707092811,ee0d1e89-dffd-43dc-ad55-8a35caa378a5,Marie,Blanchard,Female,72,+33 6 32 14 56 08,3951ccf6-a824-4fd8-b634-4cec2d668b41,2024-05-29,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
b9b2ec2b-b636-45cd-bb0d-92d80451be91,Margaux,Delorme,53,Female,margaux.delorme@outlook.com,+33 3 76 41 85 99,"41, boulevard Claude Chartier
26774 Potier",c67cef5d-cc58-404c-adc0-c0a42731c072,Maddie,Boxer,24,Female,a351efbd-2fee-4c3a-b1c4-6a4837c95212,2024-01-14,24,5,149.95,Dog Harness with Leash,29.99,Adjustable harness with matching leash,a351efbd-2fee-4c3a-b1c4-6a4837c95212_20210720014252,ee0d1e89-dffd-43dc-ad55-8a35caa378a5,Marie,Blanchard,Female,72,+33 6 32 14 56 08,3951ccf6-a824-4fd8-b634-4cec2d668b41,2024-05-29,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
b9b2ec2b-b636-45cd-bb0d-92d80451be91,Margaux,Delorme,53,Female,margaux.delorme@outlook.com,+33 3 76 41 85 99,"41, boulevard Claude Chartier
26774 Potier",c67cef5d-cc58-404c-adc0-c0a42731c072,Maddie,Boxer,24,Female,a351efbd-2fee-4c3a-b1c4-6a4837c95212,2024-01-14,7,6,53.94,Pet Brush,8.99,Soft pet grooming brush,a351efbd-2fee-4c3a-b1c4-6a4837c95212_20230122055204,ee0d1e89-dffd-43dc-ad55-8a35caa378a5,Marie,Blanchard,Female,72,+33 6 32 14 56 08,3951ccf6-a824-4fd8-b634-4cec2d668b41,2024-05-29,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
b9b2ec2b-b636-45cd-bb0d-92d80451be91,Margaux,Delorme,53,Female,margaux.delorme@outlook.com,+33 3 76 41 85 99,"41, boulevard Claude Chartier
26774 Potier",c67cef5d-cc58-404c-adc0-c0a42731c072,Maddie,Boxer,24,Female,a351efbd-2fee-4c3a-b1c4-6a4837c95212,2024-01-14,6,7,111.93,Dog Shampoo,15.99,Gentle dog shampoo,a351efbd-2fee-4c3a-b1c4-6a4837c95212_20200323022406,ee0d1e89-dffd-43dc-ad55-8a35caa378a5,Marie,Blanchard,Female,72,+33 6 32 14 56 08,3951ccf6-a824-4fd8-b634-4cec2d668b41,2024-05-29,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
b9b2ec2b-b636-45cd-bb0d-92d80451be91,Margaux,Delorme,53,Female,margaux.delorme@outlook.com,+33 3 76 41 85 99,"41, boulevard Claude Chartier
26774 Potier",c67cef5d-cc58-404c-adc0-c0a42731c072,Maddie,Boxer,24,Female,a351efbd-2fee-4c3a-b1c4-6a4837c95212,2024-01-14,28,8,135.92,Dog Puzzle Toy,16.99,Brain-stimulating puzzle toy for dogs,a351efbd-2fee-4c3a-b1c4-6a4837c95212_20230907031547,ee0d1e89-dffd-43dc-ad55-8a35caa378a5,Marie,Blanchard,Female,72,+33 6 32 14 56 08,3951ccf6-a824-4fd8-b634-4cec2d668b41,2024-05-29,Diagnose diseases by examining tissue or fluid samples,13,Pathology,780
6f3436e0-ca69-4f19-9f87-31ec73ed323a,Charles,Muller,32,Male,charles.muller@outlook.com,0638519108,"47, rue de Dupré
06401 Durand",130edbcf-6524-4086-8e0b-2492415b1a13,Casey,Shetland Sheepdog,89,Female,2f1428b0-2dba-40cb-83e5-00f4406eb0b0,2023-11-24,35,6,68.94,Dog Ear Cleaner,11.49,Gentle ear cleaner solution for dogs,2f1428b0-2dba-40cb-83e5-00f4406eb0b0_20231031234810,dcdd0bca-ceef-418a-ac1b-dd7c8814905f,Noël,Maurice,Male,38,03 88 97 95 17,cce0145d-19f1-4f7c-b39b-42f40914b7f0,2024-03-09,Treat various skin diseases and related health problems in animals,6,Dermatology,750
6b15b977-416a-41b2-ac66-f417366e61fa,Hélène,Pottier,76,Female,hélène.pottier@outlook.com,0498264377,"970, avenue Alfred Gomes
86689 Arnaudboeuf",f2cf0662-d2d8-49e5-8c0d-13cc1f04311e,Frankie,Yorkshire Terrier,10,Male,3e10f5f0-530a-48b0-b617-089449e32553,2024-01-04,14,10,119.9,Dog Dental Chews,11.99,Dental chews for oral health,3e10f5f0-530a-48b0-b617-089449e32553_20230317235522,f699a19c-b62d-40e6-a5c6-325a4755e23b,Étienne,Bailly,Male,73,+33 (0)3 83 67 14 69,6edc559f-e9d1-413f-ae11-64cccd88485d,2024-02-26,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
6b15b977-416a-41b2-ac66-f417366e61fa,Hélène,Pottier,76,Female,hélène.pottier@outlook.com,0498264377,"970, avenue Alfred Gomes
86689 Arnaudboeuf",f2cf0662-d2d8-49e5-8c0d-13cc1f04311e,Frankie,Yorkshire Terrier,10,Male,3e10f5f0-530a-48b0-b617-089449e32553,2024-01-04,26,1,7.99,Dog Frisbee,7.99,Durable frisbee for outdoor play,3e10f5f0-530a-48b0-b617-089449e32553_20231116120559,f699a19c-b62d-40e6-a5c6-325a4755e23b,Étienne,Bailly,Male,73,+33 (0)3 83 67 14 69,6edc559f-e9d1-413f-ae11-64cccd88485d,2024-02-26,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
6b15b977-416a-41b2-ac66-f417366e61fa,Hélène,Pottier,76,Female,hélène.pottier@outlook.com,0498264377,"970, avenue Alfred Gomes
86689 Arnaudboeuf",f2cf0662-d2d8-49e5-8c0d-13cc1f04311e,Frankie,Yorkshire Terrier,10,Male,3e10f5f0-530a-48b0-b617-089449e32553,2024-01-04,29,7,76.93,Dog Dental Spray,10.99,Oral hygiene dental spray for dogs,3e10f5f0-530a-48b0-b617-089449e32553_20230224111550,f699a19c-b62d-40e6-a5c6-325a4755e23b,Étienne,Bailly,Male,73,+33 (0)3 83 67 14 69,6edc559f-e9d1-413f-ae11-64cccd88485d,2024-02-26,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
6b15b977-416a-41b2-ac66-f417366e61fa,Hélène,Pottier,76,Female,hélène.pottier@outlook.com,0498264377,"970, avenue Alfred Gomes
86689 Arnaudboeuf",f2cf0662-d2d8-49e5-8c0d-13cc1f04311e,Frankie,Yorkshire Terrier,10,Male,3e10f5f0-530a-48b0-b617-089449e32553,2024-01-04,10,7,41.93,Dog Treats,5.99,Tasty dog treats,3e10f5f0-530a-48b0-b617-089449e32553_20201207235426,f699a19c-b62d-40e6-a5c6-325a4755e23b,Étienne,Bailly,Male,73,+33 (0)3 83 67 14 69,6edc559f-e9d1-413f-ae11-64cccd88485d,2024-02-26,Treat uncommon or complicated diseases related to the heart,8,Internal Medicine (Cardiology),1000
2e35a4f3-a8fa-47ec-973a-f50303c4705f,Roger,Prévost,25,Male,roger.prévost@outlook.com,05 34 56 26 21,"3, rue de Launay
45979 Le Goff",288db338-f1a9-4eb1-b05b-d5749500217f,Rufus,Doberman Pinscher,102,Male,886a16d9-fc54-4288-9f20-e66bdb001f99,2024-02-02,26,1,7.99,Dog Frisbee,7.99,Durable frisbee for outdoor play,886a16d9-fc54-4288-9f20-e66bdb001f99_20231202062731,cffaec52-ad51-4109-ac55-d25e6a3136ba,Zoé,Adam,Female,77,+33 (0)2 32 84 83 08,6463ca11-d9e0-469f-bc3e-b037e8528e4e,2024-05-31,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
2e35a4f3-a8fa-47ec-973a-f50303c4705f,Roger,Prévost,25,Male,roger.prévost@outlook.com,05 34 56 26 21,"3, rue de Launay
45979 Le Goff",288db338-f1a9-4eb1-b05b-d5749500217f,Rufus,Doberman Pinscher,102,Male,886a16d9-fc54-4288-9f20-e66bdb001f99,2024-02-02,14,9,107.91,Dog Dental Chews,11.99,Dental chews for oral health,886a16d9-fc54-4288-9f20-e66bdb001f99_20200302144158,cffaec52-ad51-4109-ac55-d25e6a3136ba,Zoé,Adam,Female,77,+33 (0)2 32 84 83 08,6463ca11-d9e0-469f-bc3e-b037e8528e4e,2024-05-31,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
2e35a4f3-a8fa-47ec-973a-f50303c4705f,Roger,Prévost,25,Male,roger.prévost@outlook.com,05 34 56 26 21,"3, rue de Launay
45979 Le Goff",288db338-f1a9-4eb1-b05b-d5749500217f,Rufus,Doberman Pinscher,102,Male,886a16d9-fc54-4288-9f20-e66bdb001f99,2024-02-02,6,2,31.98,Dog Shampoo,15.99,Gentle dog shampoo,886a16d9-fc54-4288-9f20-e66bdb001f99_20240125155114,cffaec52-ad51-4109-ac55-d25e6a3136ba,Zoé,Adam,Female,77,+33 (0)2 32 84 83 08,6463ca11-d9e0-469f-bc3e-b037e8528e4e,2024-05-31,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
2e35a4f3-a8fa-47ec-973a-f50303c4705f,Roger,Prévost,25,Male,roger.prévost@outlook.com,05 34 56 26 21,"3, rue de Launay
45979 Le Goff",288db338-f1a9-4eb1-b05b-d5749500217f,Rufus,Doberman Pinscher,102,Male,886a16d9-fc54-4288-9f20-e66bdb001f99,2024-02-02,23,7,69.93,Dog Nail Clippers,9.99,Safe and easy-to-use nail clippers for dogs,886a16d9-fc54-4288-9f20-e66bdb001f99_20220416145319,cffaec52-ad51-4109-ac55-d25e6a3136ba,Zoé,Adam,Female,77,+33 (0)2 32 84 83 08,6463ca11-d9e0-469f-bc3e-b037e8528e4e,2024-05-31,Ensure proper care for animals used in laboratory settings,9,Laboratory Animal Medicine,650
437634c5-8a0e-4058-980a-38389c29cd0b,Arthur,Millet,73,Male,arthur.millet@gmail.com,0387804495,"521, rue Gabrielle Texier
69677 Saint Céline",23ec8dca-c9cd-43c7-acc0-7236792e7bd4,Pebbles,Rottweiler,56,Female,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a,2024-02-18,27,9,125.91,Dog Paw Balm,13.99,Moisturizing paw balm for dogs,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a_20220506192017,65469b34-068d-4d83-8a42-51c26cf9292b,Jeannine,Renaud,Female,82,03 90 61 25 56,e357999d-beb7-455d-9ef3-f3ad427df957,2024-04-26,Advance animal well-being and provide accurate information,2,Animal Welfare,600
437634c5-8a0e-4058-980a-38389c29cd0b,Arthur,Millet,73,Male,arthur.millet@gmail.com,0387804495,"521, rue Gabrielle Texier
69677 Saint Céline",23ec8dca-c9cd-43c7-acc0-7236792e7bd4,Pebbles,Rottweiler,56,Female,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a,2024-02-18,5,7,52.43,Chew Bone,7.49,Natural chew bone,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a_20201112090723,65469b34-068d-4d83-8a42-51c26cf9292b,Jeannine,Renaud,Female,82,03 90 61 25 56,e357999d-beb7-455d-9ef3-f3ad427df957,2024-04-26,Advance animal well-being and provide accurate information,2,Animal Welfare,600
437634c5-8a0e-4058-980a-38389c29cd0b,Arthur,Millet,73,Male,arthur.millet@gmail.com,0387804495,"521, rue Gabrielle Texier
69677 Saint Céline",23ec8dca-c9cd-43c7-acc0-7236792e7bd4,Pebbles,Rottweiler,56,Female,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a,2024-02-18,21,6,77.94,Portable Dog Water Bottle,12.99,Convenient water bottle for dogs on the go,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a_20230614091311,65469b34-068d-4d83-8a42-51c26cf9292b,Jeannine,Renaud,Female,82,03 90 61 25 56,e357999d-beb7-455d-9ef3-f3ad427df957,2024-04-26,Advance animal well-being and provide accurate information,2,Animal Welfare,600
437634c5-8a0e-4058-980a-38389c29cd0b,Arthur,Millet,73,Male,arthur.millet@gmail.com,0387804495,"521, rue Gabrielle Texier
69677 Saint Céline",23ec8dca-c9cd-43c7-acc0-7236792e7bd4,Pebbles,Rottweiler,56,Female,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a,2024-02-18,5,4,29.96,Chew Bone,7.49,Natural chew bone,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a_20210121174851,65469b34-068d-4d83-8a42-51c26cf9292b,Jeannine,Renaud,Female,82,03 90 61 25 56,e357999d-beb7-455d-9ef3-f3ad427df957,2024-04-26,Advance animal well-being and provide accurate information,2,Animal Welfare,600
437634c5-8a0e-4058-980a-38389c29cd0b,Arthur,Millet,73,Male,arthur.millet@gmail.com,0387804495,"521, rue Gabrielle Texier
69677 Saint Céline",23ec8dca-c9cd-43c7-acc0-7236792e7bd4,Pebbles,Rottweiler,56,Female,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a,2024-02-18,18,7,59.43,Squeaky Plush Toy,8.49,Cute squeaky plush toy for dogs,8fd9f83c-f3c6-45df-a5ff-0f5fe20c189a_20200229170258,65469b34-068d-4d83-8a42-51c26cf9292b,Jeannine,Renaud,Female,82,03 90 61 25 56,e357999d-beb7-455d-9ef3-f3ad427df957,2024-04-26,Advance animal well-being and provide accurate information,2,Animal Welfare,600
bcc37452-d743-4ef6-9384-80fd7dcff885,Marthe,Pichon,19,Female,marthe.pichon@outlook.com,+33 3 66 79 97 80,"5, avenue De Oliveira
29764 Ruiz-sur-Renard",eb987c69-6042-4682-b1bc-bee5bed6bafe,Bear,Golden Retriever,64,Male,089e6b6b-d0d5-4e10-8cc8-5aa3a3fc017d,2024-01-17,28,3,50.97,Dog Puzzle Toy,16.99,Brain-stimulating puzzle toy for dogs,089e6b6b-d0d5-4e10-8cc8-5aa3a3fc017d_20221114033837,7fe6c185-2538-4bfa-bef7-ae6374684ca4,Élisabeth,Rodrigues,Female,78,+33 (0)2 49 97 33 65,5063528e-4949-4644-898b-2db7eff90473,2024-03-22,Specialize in treating eye diseases in animals,12,Ophthalmology,850
bcc37452-d743-4ef6-9384-80fd7dcff885,Marthe,Pichon,19,Female,marthe.pichon@outlook.com,+33 3 66 79 97 80,"5, avenue De Oliveira
29764 Ruiz-sur-Renard",eb987c69-6042-4682-b1bc-bee5bed6bafe,Bear,Golden Retriever,64,Male,089e6b6b-d0d5-4e10-8cc8-5aa3a3fc017d,2024-01-17,24,7,209.93,Dog Harness with Leash,29.99,Adjustable harness with matching leash,089e6b6b-d0d5-4e10-8cc8-5aa3a3fc017d_20200912062623,7fe6c185-2538-4bfa-bef7-ae6374684ca4,Élisabeth,Rodrigues,Female,78,+33 (0)2 49 97 33 65,5063528e-4949-4644-898b-2db7eff90473,2024-03-22,Specialize in treating eye diseases in animals,12,Ophthalmology,850
f858c634-e5d3-475b-8c52-2b2e8c20417c,Amélie,Didier,62,Female,amélie.didier@gmail.com,+33 (0)4 37 69 05 64,"53, rue de Masse
83313 Pagesdan",6a4f2f48-2f22-4980-b4bc-84d11f4bf70f,Jax,Dachshund,31,Male,56311424-60e9-4df6-8104-f7e7bde8cf5f,2023-11-27,13,10,299.9,Dog Grooming Kit,29.99,Complete grooming kit for dogs,56311424-60e9-4df6-8104-f7e7bde8cf5f_20221007184011,da77c322-46e7-4c89-8b1e-d9b06cc13ec3,Marcel,Denis,Male,51,+33 (0)2 29 49 44 10,d4fabc35-ee15-45d1-8ec5-1b0d4c4dd259,2024-06-18,Treat various skin diseases and related health problems in animals,6,Dermatology,750
f858c634-e5d3-475b-8c52-2b2e8c20417c,Amélie,Didier,62,Female,amélie.didier@gmail.com,+33 (0)4 37 69 05 64,"53, rue de Masse
83313 Pagesdan",6a4f2f48-2f22-4980-b4bc-84d11f4bf70f,Jax,Dachshund,31,Male,56311424-60e9-4df6-8104-f7e7bde8cf5f,2023-11-27,35,5,57.45,Dog Ear Cleaner,11.49,Gentle ear cleaner solution for dogs,56311424-60e9-4df6-8104-f7e7bde8cf5f_20210804061817,da77c322-46e7-4c89-8b1e-d9b06cc13ec3,Marcel,Denis,Male,51,+33 (0)2 29 49 44 10,d4fabc35-ee15-45d1-8ec5-1b0d4c4dd259,2024-06-18,Treat various skin diseases and related health problems in animals,6,Dermatology,750
f858c634-e5d3-475b-8c52-2b2e8c20417c,Amélie,Didier,62,Female,amélie.didier@gmail.com,+33 (0)4 37 69 05 64,"53, rue de Masse
83313 Pagesdan",6a4f2f48-2f22-4980-b4bc-84d11f4bf70f,Jax,Dachshund,31,Male,56311424-60e9-4df6-8104-f7e7bde8cf5f,2023-11-27,27,8,111.92,Dog Paw Balm,13.99,Moisturizing paw balm for dogs,56311424-60e9-4df6-8104-f7e7bde8cf5f_20220622231950,da77c322-46e7-4c89-8b1e-d9b06cc13ec3,Marcel,Denis,Male,51,+33 (0)2 29 49 44 10,d4fabc35-ee15-45d1-8ec5-1b0d4c4dd259,2024-06-18,Treat various skin diseases and related health problems in animals,6,Dermatology,750
f858c634-e5d3-475b-8c52-2b2e8c20417c,Amélie,Didier,62,Female,amélie.didier@gmail.com,+33 (0)4 37 69 05 64,"53, rue de Masse
83313 Pagesdan",6a4f2f48-2f22-4980-b4bc-84d11f4bf70f,Jax,Dachshund,31,Male,56311424-60e9-4df6-8104-f7e7bde8cf5f,2023-11-27,17,9,224.91,Dog Raincoat,24.99,Water-resistant dog raincoat,56311424-60e9-4df6-8104-f7e7bde8cf5f_20231105054225,da77c322-46e7-4c89-8b1e-d9b06cc13ec3,Marcel,Denis,Male,51,+33 (0)2 29 49 44 10,d4fabc35-ee15-45d1-8ec5-1b0d4c4dd259,2024-06-18,Treat various skin diseases and related health problems in animals,6,Dermatology,750
f858c634-e5d3-475b-8c52-2b2e8c20417c,Amélie,Didier,62,Female,amélie.didier@gmail.com,+33 (0)4 37 69 05 64,"53, rue de Masse
83313 Pagesdan",6a4f2f48-2f22-4980-b4bc-84d11f4bf70f,Jax,Dachshund,31,Male,56311424-60e9-4df6-8104-f7e7bde8cf5f,2023-11-27,7,1,8.99,Pet Brush,8.99,Soft pet grooming brush,56311424-60e9-4df6-8104-f7e7bde8cf5f_20240130093019,da77c322-46e7-4c89-8b1e-d9b06cc13ec3,Marcel,Denis,Male,51,+33 (0)2 29 49 44 10,d4fabc35-ee15-45d1-8ec5-1b0d4c4dd259,2024-06-18,Treat various skin diseases and related health problems in animals,6,Dermatology,750
8ee06457-e5c0-4685-abf6-2db8734d860d,Michèle,Lenoir,50,Female,michèle.lenoir@gmail.com,01 40 42 06 62,"183, rue Breton
14498 Olivier-sur-Seguin",73de537f-4b24-4410-b48d-bafc13fa4d3b,Chloe,Border Collie,101,Female,630dc196-2306-42c8-82a8-22824f2c728b,2023-11-15,15,7,349.93,Dog GPS Tracker,49.99,GPS tracker for dogs,630dc196-2306-42c8-82a8-22824f2c728b_20220818035151,4752dedf-f057-41ce-a2c8-c03ccde0efda,Martin,Guichard,Male,42,0230606151,9735d341-ca8a-4849-b1e1-f2e81f7fc8a1,2024-04-02,Address behavioral issues in animals beyond basic obedience,3,Behavioral Medicine,550
